Country Name,Country Code,Agricultural land (% of land area),Current account balance (% of GDP),Electricity production from coal sources (% of total),Fossil fuel energy consumption (% of total),Electric power consumption (kWh per capita),CO2 emissions (kg per 2000 US$ of GDP),CO2 emissions (metric tons per capita),"PM10, country level (micrograms per cubic meter)",Population density (people per sq. km),Population in urban agglomerations of more than 1 million (% of total population),"Inflation, consumer prices (annual %)",Real interest rate (%),"Highest marginal tax rate, corporate rate (%)","Highest marginal tax rate, individual rate (%)",Tax revenue (% of GDP),Ease of doing business index (1=most business-friendly regulations),Cost to export (US$ per container),Cost to import (US$ per container),Rigidity of employment index (0=less rigid to 100=more rigid),Total tax rate (% of profit),Information and communication technology expenditure per capita (current US$),Mobile cellular subscriptions (per 100 people),Telephone lines (per 100 people),Fixed broadband Internet subscribers (per 100 people),Internet users (per 100 people),General government final consumption expenditure (% of GDP),"Household final consumption expenditure, etc. (% of GDP)",Exports of goods and services (% of GDP),Gross capital formation (% of GDP),Imports of goods and services (% of GDP),GDP per capita (constant 2000 US$),GDP per capita growth (annual %),"Expenditure per student, primary (% of GDP per capita)","Expenditure per student, secondary (% of GDP per capita)","Public spending on education, total (% of GDP)","Health expenditure, private (% of GDP)","Health expenditure, public (% of GDP)",Employment in agriculture (% of total employment),Employment in industry (% of total employment),Employment in services (% of total employment),"Labor participation rate, total (% of total population ages 15+)",Labor force with primary education (% of total),Labor force with secondary education (% of total),Labor force with tertiary education (% of total),Long-term unemployment (% of total unemployment),"Unemployment, total (% of total labor force)","Life expectancy at birth, total (years)","Life expectancy at birth, male (years)",Population ages 15-64 (% of total),Researchers in R&D (per million people),Urban population (% of total),"Tariff rate, applied, weighted mean, all products (%)",High-technology exports (% of manufactured exports),GDP constant (2005 US$),GDP (current US$),Gross capital formation (% of GDP),Gross capital formation (annual % growth),Mortality rate infant (per 1000 live births),Mortality rate under-5 (per 1000 live births),Population (Total),Population (ages 0-14 % of total),Population (ages 15-64 % of total),Arable land (% of land area),Cereal yield (kg per hectare),Land under cereal production (hectares),LFP Female 15-64 ILO ,LFP Male 15-64 ILO ,LFP Total 15-64 ILO ,LF Tertiary Female %,LF Tertiary Male %,LF Tertiary Total %,Tertiary Enroll Female,Tertiary Enroll Male,Tertiary Enroll Total,Year
Ireland,IRL,63.47800842,-0.898257022,27.45642636,90.52223054,6035.912305,0.399439645,11.04940434,20.72284797,57.07359559,25.59616461,4.651952462,-0.695643681,16,,23.22084646,7,,,10,,,76.30093087,50.23144616,0.269596622,25.90770131,14.98594362,45.58061295,94.0788079,22.09309471,76.73845918,27662.26255,4.660780478,12.2930547,17.94841771,4.287192527,,,7,27.6,64.8,59.7,30.20000076,39.29999924,27.29999924,29.4,4.199999809,77.8202439,75.23,67.95692475,2379.141707,59.66,1.99,40.62794671,1.76679E+11,1.23016E+11,22.15321953,3.075710206,5.5,6.6,3931947,21.07058716,67.80103302,17.0852083,6597.271,297699,57.20000076,78.69999695,68,32.5,23.10000038,27,59.82712,47.09927,53.35593,2002
Iceland,ISL,22.75311721,1.631267581,0,25.02283105,27850.69444,0.239652935,7.531555556,19.45902898,2.872817955,,5.174353206,9.222300471,18,,23.63566914,11,,,21,,,90.42986111,65.27743056,8.427083333,78.47743056,25.36444984,54.88396225,37.43116846,18.19705265,35.8766332,31426.92804,-0.904153839,24.20854746,22.33525602,7.226853673,,,7.2,23.1,69,79.1,39,29,31.89999962,11.1,3.299999952,79.45121951,77.5,65.47338573,,92.2,,5.530278369,13749850223,8907207933,18.19705773,-10.83921947,2.8,3.6,287523,22.78926086,65.5573349,1.286783042,,,82,88.69999695,85.40000153,22.89999962,21.70000076,22.29999924,68.97136,39.40094,54.0475,2002
Israel,ISR,26.01663586,-1.09821889,77.42197802,97.15617716,6502.739726,0.509368866,9.603360731,49.89526613,303.6044362,58.10339422,5.68743818,5.520568229,36,,27.62840387,29,,,17,,,95.89053272,45.75342466,3.526073059,17.12634703,28.69522991,55.49475178,34.90530798,18.86369579,37.95898547,18853.45054,-2.64553591,22.17644329,22.64298357,7.005805447,,,2,22.5,74.6,55.5,7.400000095,7.900000095,82,,10.30000019,79.45121951,77.5,61.92501708,,91.48,,19.74044056,1.19941E+11,1.12974E+11,18.21018216,-10.76917733,5.2,6.4,6570000,27.99805641,61.98836517,16.12754159,2667.122,101647,56.40000153,66.30000305,61.29999924,47.59999847,37.90000153,42.40000153,66.11925,48.01252,56.80097,2002
Italy,ITA,51.92955017,-0.768637303,14.58127653,91.47501428,5530.185068,0.400658142,7.867509439,32.67634628,194.3402128,17.94457411,2.465320204,3.171681441,40.25,,22.07607524,74,,,38,,,94.82586682,47.48641471,1.487121528,28.24710711,19.20769484,58.70191581,25.72672855,21.12970736,24.76604657,19636.46465,0.143497965,24.44140616,26.95659965,4.620739073,,,4.9,31.6,63.4,48.3,46.09999847,40.59999847,12.19999981,59.2,9.199999809,79.77560976,76.8,66.80910069,1237.146815,67.36,1.99,8.977489747,1.7405E+12,1.22518E+12,21.31806394,3.521311203,4.2,5,57157406,14.19909096,66.92450714,28.17653259,4959.199,4284649,48.09999847,74.19999695,61.09999847,15,10.89999962,12.5,62.4348,46.87311,54.51629,2002
Japan,JPN,13.06721536,2.869772217,25.40827627,81.58492909,7910.753658,0.263782299,9.703756632,33.52749288,349.6433471,47.56602456,-0.895277207,3.464030689,42,,,13,,,12,,,63.64966848,47.68524462,7.373711013,46.46710346,17.97341894,57.6525069,11.36326352,23.06901803,10.05820739,36786.98943,0.029390867,22.4864136,21.96413781,3.641413733,,,4.7,29.7,64.8,61.4,63.5,,36.5,30.8,5.400000095,81.56341463,78.1,67.43924998,5087.021437,65.52,4.44,24.47779301,4.33593E+12,3.98082E+12,22.45937569,-6.770817282,3,4.1,127445000,14.24046898,67.52024841,12.12345679,6085.693,2002148,59.70000076,84.90000153,72.40000153,35.40000153,37.29999924,36.59999847,46.88405,54.35246,50.70765,2002
"Korea, Rep.",KOR,19.82642835,0.936556562,40.58107239,83.68291667,6677.124018,0.797936763,9.956705724,44.74722143,492.0136378,48.77073621,2.762681159,3.428102065,29.7,,14.42916684,23,,,38,,,67.91502247,54.04024191,21.85016589,58.95520558,12.61976279,56.70815275,33.12580348,29.19679978,31.6505188,12478.06366,6.553764635,15.63478283,22.63927579,4.010529422,,,9.3,27.3,63.3,61.4,28.70000076,44.59999847,26.70000076,2.5,3.299999952,76.82390244,73.38,71.70966,3022.826357,80.08,9.95,31.3043016,7.55643E+11,5.75929E+11,29.19679978,7.418589428,5.5,6.5,47622179,20.28214073,71.62686157,17.29517512,6087.277,1163566,53.40000153,76.40000153,65,21.89999962,30.20000076,26.70000076,65.06835,104.81022,85.75135,2002
Luxembourg,LUX,49.42084942,10.21099328,0,90.29045643,15500.64437,0.435286065,21.10490278,17.03623794,172.2683398,,2.074076174,,30.38,,25.3749928,53,,,56,,,106.0122149,55.6987729,1.285818345,39.98431109,16.49237464,41.90594482,140.6472076,22.02873422,121.0742613,48485.13307,3.020209804,,,,,,2,20,73.9,53.9,33,42.29999924,23.39999962,27.4,2.599999905,78.1195122,74.9,67.00441876,,83.4,1.99,14.9720247,33705292742,22568793525,21.9347333,-4.655859686,3.5,4.3,446175,18.9265976,66.81983185,23.93822394,5748.028,29408,53.09999847,76.69999695,65.09999847,19.29999924,21.70000076,20.70000076,,,11.85194,2002
Netherlands,NLD,57.73104265,2.516515726,27.95607141,94.01876311,6702.255898,0.43953289,10.69076607,38.48434432,478.343928,12.42463646,3.285139092,0.127850313,34.5,,22.52060342,28,,,42,,,74.92774578,49.70000724,7.251061385,61.04443949,23.69791107,50.09372031,64.1532714,19.68706875,57.63197152,24323.01727,-0.560771427,17.57891776,23.48939893,5.177004794,,,2.6,19,68.9,64.1,29.5,45,25,26.7,3.099999905,78.28268293,75.99,67.69063355,2372.551594,78.16,1.99,27.65520268,6.09933E+11,4.37807E+11,19.68706875,-7.410000583,4.9,5.9,16148929,18.59044075,67.70954895,27.13270142,7690.712,226310,67.90000153,84.80000305,76.40000153,23.79999924,24.89999962,24.39999962,57.21711,53.77523,55.4669,2002
Norway,NOR,3.437623242,12.64493019,0.10208546,52.38461538,24621.19877,0.214688394,8.24198149,16.95240071,14.9138951,,1.28814599,10.67275583,28,,27.93311001,10,,,44,,,83.51696783,51.05594976,4.524173645,72.84501983,22.14823792,45.5539262,41.12981276,18.91579168,27.74776856,38390.43811,0.942932909,20.39143515,30.53526473,7.57668013,,,3.9,21.7,74.2,67.6,13.5,55.20000076,30.70000076,6.4,3.900000095,78.92317073,76.45,65.28999122,,76.58,2.05,22.05384943,2.82325E+11,1.91927E+11,18.91579168,-0.504461724,3.7,4.6,4538159,19.9671917,65.10578918,2.885500197,3495.218,327030,76.09999847,83.40000153,79.80000305,35.09999847,31.39999962,33.20000076,89.04722,58.22838,73.3761,2002
New Zealand,NZL,48.23503044,-3.679149214,5.3444585,70.36669392,9043.940737,0.607545381,8.51298873,16.24500811,14.74916888,28.06794985,2.660075291,8.637896484,33,,29.10687629,2,,,7,,,62.02355325,44.70051918,1.101684184,59.27599088,17.21233892,58.67483012,32.49118747,22.22674277,30.60509929,14012.10346,3.103480059,19.11321427,21.98152431,6.616702706,,,8.8,22.6,68.4,66.3,0.600000024,49.40000153,27.29999924,14.5,5.199999809,78.84634146,76.7,65.78472142,,85.9,4.67,10.11350715,1.02089E+11,65999637538,21.75460206,7.070707071,5.7,7,3948500,22.31734085,65.86000824,1.807755118,6459.435,145015,68.90000153,84,76.40000153,31.20000076,24.10000038,27.29999924,79.93405,54.8076,67.23538,2002
Poland,POL,55.17320187,-2.797463588,94.52276858,95.45326656,3208.392157,1.687240677,7.760552214,38.68754121,124.8175389,4.374719006,1.90017396,9.570897796,28,,17.00799823,72,,,25,,,36.35453484,31.02577313,0.318291503,21.20746483,18.93039685,65.90892114,28.63482378,18.62377229,32.09791407,4599.552583,1.490446657,22.45960845,19.86824205,5.411576416,,,19.3,28.6,52,55.4,14.60000038,71.5,14,48.4,19.89999962,74.49756098,70.4,69.32328542,1479.872495,61.62,1.99,2.771682209,2.68056E+11,1.98179E+11,18.62380624,-7.192307455,7.3,8.4,38230364,18.03775978,69.22211456,42.47608476,3240.803,8293400,58.09999847,69.59999847,63.79999924,16.29999924,11.10000038,13.5,68.77433,48.36691,58.40031,2002
Portugal,PRT,42.03278689,-7.970400338,33.32311062,85.261772,4292.303195,0.576589214,6.439362172,31.03373934,113.3150413,38.34237942,3.545051699,,33,,21.47581545,48,,,43,,,83.62005371,41.95979066,2.513337188,19.33889759,20.04199844,63.04580252,27.96890875,25.22291366,36.27962337,11168.02399,0.026725447,23.08802521,30.35867925,5.535209814,,,12.5,33.4,54.1,62,70,12.39999962,9.699999809,35.5,5.099999905,77.06829268,73.8,67.6208819,1833.798023,55.68,1.99,7.246164903,1.89171E+11,1.32286E+11,25.74071545,-5.123304028,4.9,6.3,10419631,15.86288643,67.51855469,17.60655738,2905.685,515102,65.40000153,79.69999695,72.5,13.60000038,7,10,61.14318,44.64416,52.76117,2002
Slovak Republic,SVK,46.50727651,-5.647981059,17.37861666,72.44434954,5049.543605,1.2620645,7.28835679,20.06745371,111.8316008,,3.32331065,6.139650986,25,,,35,,,22,,,54.3470655,26.07731777,0.075904891,40.15039691,20.29848052,57.80111754,71.16953129,29.10374373,78.37287308,5774.947944,4.585664867,11.18110952,18.50140243,4.304409063,,,6.2,38.4,55.4,59.8,8,80.5,11.5,59.8,18.60000038,73.65365854,69.8,70.0708389,1706.162124,56.26,1.99,3.147177748,52238889442,34638306042,29.08289108,1.324428186,9.4,11,5376912,18.45514297,70.04508209,29.31392931,3895.109,820421,63.09999847,76.69999695,69.90000153,12.10000038,10.30000019,11.10000038,34.14566,30.16023,32.11241,2002
Slovenia,SVN,25.07447865,1.056772561,36.317556,69.8682284,6383.149448,0.687922417,7.337187563,33.07318447,99.00695134,,7.470087529,5.080217761,25,,18.86443831,58,,,54,,,83.61253761,40.51088265,2.845285858,27.79984955,19.11790694,55.92983581,55.2358823,23.78041666,54.06404171,10665.71954,3.869400232,28.00570809,24.55927921,5.775918889,,,9.7,38.6,51.3,58.1,19.39999962,63.5,17,54.7,5.900000095,76.45365854,72.6,70.22984107,2331.255192,50.28,1.99,5.2362652,31957298602,23136352386,23.96823279,2.967024523,4.1,5,1994530,15.06715775,70.21838379,8.341608739,6117.932,100414,63.20000076,72.69999695,68,17.89999962,12.39999962,14.89999962,78.67608,54.65266,66.3009,2002
Sweden,SWE,7.72548924,5.142254321,2.476516381,37.44858351,15711.11609,0.224377317,6.390239355,14.30042263,21.74834889,13.71578888,2.158482136,3.960166224,28,,18.46101288,17,,,38,,,89.0744061,62.57844016,9.412819364,70.56813088,27.18194816,49.19155588,44.56644006,16.84701629,37.78696038,28479.8813,2.067030448,23.62536172,25.86720863,7.43229092,,,2.1,23.1,74.6,63.5,17.39999962,56.20000076,25.79999924,21,5.199999809,79.84634146,77.7,64.85271931,,84.12,1.99,17.90200383,3.36765E+11,2.50961E+11,17.42878423,-2.42891553,3.3,4,8924958,18.063694,64.73192596,6.523858264,4780.433,1129270,76,80,78,29.60000038,21.39999962,25.29999924,91.53855,59.7583,75.3067,2002
United States,USA,45.41264276,-4.40745562,50.66054567,86.33105128,13287.0252,0.569107054,19.76937321,23.63047496,31.41306626,43.69877382,1.586031627,2.874645212,40,,10.54718937,4,,,0,,,49.26964184,65.75660658,6.908016567,60.05276925,15.43925664,70.56039779,9.655774843,18.07422055,13.72964982,34737.52971,0.651947313,21.40240309,24.70405573,5.69911664,,,2.5,21.8,75.6,66.1,10.3,30.8,58.9,8.5,5.800000191,77.23658537,74.7,66.39125009,4566.019668,79.78,1.84,31.81088807,1.18757E+13,1.09802E+13,21.57155607,0.623662932,6.9,8.2,287625193,21.02723122,66.67392731,18.87999459,5547.475,53561111,69.09999847,81.5,75.30000305,,,,91.07193,67.14343,78.7994,2002
Australia,AUS,57.20942947,-6.122947626,77.17029809,94.02114506,10705.99234,0.745475197,17.06419132,17.54346785,2.589771292,60.36675815,2.770735241,5.55972327,30,47,24.22121411,9,,,0,,1478.88411,72.11214653,52.57496708,2.597585371,59.49573771,17.54038299,60.13705289,18.87088011,24.30500733,20.85332332,22890.35423,1.894847108,17.08981167,14.98100179,4.948923785,2.886864717,5.631541562,3.9,21,75,63.7,32.5,36.5,30.79999924,21.5,6.099999905,80.23902439,77.8,67.14548594,,87.8,3.74,13.77276735,6.45469E+11,4.66663E+11,25.67989706,12.29241289,4.9,5.9,19895400,20.16485977,67.10999298,6.123166239,2089.478,19924035,67,82,74.5,34.40000153,28,30.79999924,79.42941,64.81875,71.98739,2003
Austria,AUT,40.9460279,1.660775095,16.35982248,77.59374141,7689.275419,0.35600667,8.636203898,36.57661659,98.45724682,19.72864569,1.355557319,,34,50,21.23185923,26,,,24,,1841.235368,89.60555816,47.75924512,7.255660401,41.11113849,18.85645602,54.69482401,48.60720199,22.92954439,45.08802641,24258.54518,0.37692083,23.16435285,28.56656677,5.496661393,2.51901013,7.772433744,5.6,29.3,65,58.7,19.5,65.69999695,14.80000019,24.5,4.800000191,78.68634146,75.94,67.7628649,,66.22,2.03,15.30055632,2.90316E+11,2.53946E+11,23.12204204,5.684446873,4.4,5.2,8121423,16.46799278,67.81942749,16.82231656,5580.991,809801,64.40000153,79.90000153,72.19999695,17.10000038,17.20000076,17.20000076,49.18296,42.32982,45.70464,2003
Belgium,BEL,46.03698811,4.162342013,13.89164802,75.79215693,8411.943509,0.47982035,11.08231379,26.06346453,342.6710747,17.48439657,1.592816533,5.167447241,33.99,50,25.44677242,20,,,17,,1636.840509,82.93916279,46.9830604,11.9787818,49.66248265,23.00910726,53.42159097,80.99997816,19.09793758,76.52861396,23096.79817,0.571932381,19.79472045,22.63239502,6.054234168,2.507953379,6.72118539,1.7,24.9,73.1,51.2,28.70000076,36,35.20000076,46.3,7.699999809,78.72926829,75.9,65.59052641,2997.912803,97.22,2.03,8.516902703,3.59098E+11,3.1169E+11,19.35927751,0.20720963,4.2,5.2,10376133,17.269804,65.51083374,27.57595773,8530.662,300210,56.70000076,72.69999695,64.80000305,37.09999847,29.5,32.79999924,65.07123,55.41545,60.17912,2003
Canada,CAN,7.426725214,1.235325956,19.10500015,77.09144843,17191.15419,0.716297357,17.49618992,20.07623854,3.48336341,42.64053858,2.758563214,1.358091807,36.6,29,13.85323634,8,,,4,,1900.93894,41.95921202,65.07134739,14.24737972,63.92014143,19.65223484,56.59735817,38.12088116,19.99027346,34.36074763,24425.8753,0.871143194,,,,2.923453088,6.891586127,2.8,22.8,74.4,67.1,15.89999962,41.5,42.5,10,7.599999905,79.83902439,77.4,68.90886924,3872.475082,79.86,2.72,14.04194059,1.06724E+12,8.65873E+11,19.99027346,10.23308085,5.2,6.1,31676000,18.27628899,68.8679657,5.011596182,2759.567,17824900,73.30000305,83,78.19999695,47,38.70000076,42.5,,,,2003
Switzerland,CHE,39.025,13.8167943,0,54.82872149,8195.8508,0.158724731,5.48080466,25.98487927,183.4739354,14.9771955,0.63834928,2.247268157,25,40.4,9.951133698,19,,,7,,3276.560557,84.33077956,72.53689726,10.68099943,63.99868856,11.93691744,60.74302237,44.04578519,20.7493596,37.47508459,34530.2501,-0.935690964,24.63347578,28.8880649,5.997469223,4.68781055,6.566818434,4.1,23.8,72.1,67.7,16.20000076,58,25.60000038,26.1,4.099999905,80.48780488,78,67.67219829,,73.3,1.58,22.14673228,3.65801E+11,3.34575E+11,20.74815673,-0.984843996,4.4,5.3,7339001,16.81355095,67.61244965,10.15,5086.516,166558,74.19999695,88.30000305,81.30000305,17.60000038,32.40000153,25.70000076,39.21417,48.59246,43.94383,2003
Czech Republic,CZE,55.26077391,-6.332781643,62.1244687,84.25391963,6066.895639,2.026471396,12.17975653,23.65625542,132.0999353,11.4251165,0.101502233,4.966520396,31,32,16.14587658,66,,,11,,729.9172806,95.11451637,35.52626036,0.339852745,27.91428383,23.4050933,51.70404057,61.78114244,27.17237526,64.06265157,6010.327388,3.576828374,12.76831168,23.26079972,4.510847422,0.758679296,6.680312443,4.5,39.4,56.1,59.2,8.100000381,77.59999847,14.19999981,49.9,7.800000191,75.3195122,72.1,70.66599016,1552.976702,73.7,2.03,13.23422836,1.1631E+11,95292530753,27.0498161,-0.877335999,4.8,5.7,10193998,15.36355972,70.68722534,41.71088391,3944.043,1463634,62.70000076,78.30000305,70.5,11.30000019,13.5,12.5,38.62399,36.04312,37.30648,2003
Germany,DEU,48.74559165,1.921635155,53.21415094,83.18765165,6982.760083,0.434972305,10.11587337,20.50262958,236.6631304,7.709063375,1.043296818,,39.58,48.5,11.35918292,27,,,42,,1709.835145,78.50643922,65.70431664,5.415490484,53.5384839,19.26471947,59.36777891,35.64608559,17.39624734,31.67483132,23256.36195,-0.257198665,16.5817556,22.35564706,4.704761149,2.299057214,8.504991219,2.4,31.4,66.1,58,17,58.59999847,24.39999962,50,9.800000191,78.4804878,75.7,67.3170155,3267.074794,73.28,2.03,16.37033307,2.71591E+12,2.42381E+12,17.85285215,1.131891045,4.1,5,82534176,14.8356266,67.31370544,33.90671139,5749.085,6839431,64.90000153,78.30000305,71.69999695,20.20000076,26.39999962,23.60000038,,,,2003
Denmark,DNK,62.64435541,3.274859029,54.80077956,89.7060289,6605.689736,0.343743238,10.37408333,20.90220019,126.966156,20.45200322,2.090620032,,30,59,29.48763073,5,,,7,,2046.170123,88.48980931,67.08988794,13.33350287,70.94595422,26.50381348,47.61520937,45.3429705,19.63055325,39.0925466,30179.74517,0.143028361,25.29722666,34.75881607,8.331042794,1.492908133,7.806301042,3.3,23.1,73.3,65.6,19,50.40000153,30.60000038,19.9,5.400000095,77.44146341,75.1,66.3369336,4618.65128,85.58,2.03,19.6214702,2.45879E+11,2.12622E+11,19.63069604,-2.44661254,4.4,5.3,5390574,18.77203369,66.33055115,53.40560924,6096.607,1484586,74.69999695,83.59999847,79.19999695,33.5,27.79999924,30.5,79.15027,56.19114,67.53728,2003
Spain,ESP,58.39826927,-3.49514865,29.45316499,80.78814036,5700.88919,0.503450094,7.638098204,34.94613364,84.14194427,23.69351379,3.03988488,,35,45,12.18910016,51,,,49,,1180.554176,88.60917283,42.2791939,5.051673035,36.51608756,17.36032258,57.63076856,26.32218247,27.38422003,28.69749364,15171.51013,1.401493332,18.56513775,23.68786607,4.276510641,2.4080089,5.739728634,5.7,30.9,63.4,54.4,,,,39.8,11.30000019,79.55609756,75.8,68.67406179,2209.788346,76.54,2.03,7.263907854,1.05722E+12,8.8384E+11,27.40760227,5.34184514,5,6,42187645,14.47108841,68.67549133,26.07519881,3258.79,6570655,55,79.90000153,67.59999847,33.70000076,25.10000038,28.60000038,69.76551,58.62387,64.06026,2003
Finland,FIN,7.37384681,5.186237864,23.08678618,54.05213594,16427.2148,0.532097036,13.20390578,19.82590762,17.11479594,20.12673828,0.877438551,0.423052405,29,35,22.69899516,14,,,41,,2183.154829,91.06330176,49.25367582,9.420686852,65.92173102,21.77578106,52.63006276,38.61586474,18.50543571,31.52714428,24814.84556,1.568450308,18.3876823,27.00195297,6.413021994,2.238759903,5.904180528,5,26,68.6,62.8,23.89999962,44.20000076,31.79999924,24.7,9,78.36829268,75.1,66.79213016,8004.748671,61.88,2.03,23.74959784,1.82695E+11,1.64256E+11,19.41648171,2.756706753,3.3,4,5213014,17.68446922,66.78883362,7.255655143,3177.97,1192900,72.19999695,77.09999847,74.69999695,35.70000076,27.39999962,31.39999962,95.28847,79.23691,87.08364,2003
France,FRA,54.20782588,0.71444514,5.209605355,52.4568408,7792.904349,0.280383477,6.438435364,14.50632001,109.8377691,22.86194841,2.109073739,4.633524352,34.33,48.1,22.03774233,31,,,52,,1665.699849,69.32441741,56.37616823,5.933654461,36.18162066,23.72671672,56.43510779,25.56580266,18.82589443,24.5535216,22300.35324,0.133542774,17.53444781,29.52791445,5.875901516,2.242723548,8.649286871,4.3,24.1,71,55.9,30.20000076,44.40000153,25.39999962,41,8.5,79.26341463,75.8,65.09601705,3200.872648,76.34,2.03,19.47438813,2.04616E+12,1.79222E+12,18.4603703,0.36712478,4,4.9,62242474,18.62567139,65.05568695,33.70460314,6133.934,8956710,64.09999847,75.19999695,69.59999847,29,24,26.29999924,60.37996,48.14861,54.1899,2003
United Kingdom,GBR,70.08638862,-1.612306761,35.36069466,88.01259992,6182.718947,0.341252989,9.104399795,17.21644095,246.2231885,26.19618204,2.913631634,0.605984615,30,40,26.33586782,6,,,10,,1960.811454,91.08164317,58.00072172,5.227071058,60.92411904,20.42727064,65.12644045,25.50366485,16.72706024,27.78443618,26679.32616,2.401839851,18.24709232,28.00365934,5.418148801,1.547362307,6.234283779,1.3,23.2,75.3,61.4,16.39999962,47.20000076,28.10000038,22.8,4.800000191,78.29219512,76.18,65.65353527,2983.812347,89.58,2.03,25.93421143,2.17946E+12,1.87514E+12,17.04404958,4.65512506,5.3,6.2,59637719,18.33270454,65.80023956,23.39106353,7029.434,3060100,68.5,82.40000153,75.40000153,28.70000076,27.39999962,28,69.89504,53.64259,61.65748,2003
Greece,GRC,65.16679597,-6.61800438,60.73741473,93.99128376,5047.194416,0.669375098,8.676097264,42.05452671,85.52017067,29.14407791,3.530650792,3.014709115,35,40,19.89384504,100,,,47,,866.8131108,81.06464796,57.1542924,0.095032907,16.25066335,17.15321994,71.12854691,20.37497273,24.30380293,32.96054251,12961.48795,5.236983267,14.43360732,20.1665701,3.582467956,3.612974739,5.371915291,15.3,22.5,62.2,52.9,40,38.59999847,20.60000038,56.3,9.300000191,78.84146341,76.5,67.89837472,1418.259089,60.12,2.03,12.18086788,2.249E+11,1.9285E+11,26.53101803,18.49987563,5.5,6.3,11023514,14.5911684,67.42823029,15.78820791,3693.775,1275079,52.40000153,78,65.30000305,24,18.70000076,20.79999924,77.94354,68.33193,72.91338,2003
Hungary,HUN,65.44298148,-7.969802323,27.10206472,83.13820018,3637.278332,1.101901792,5.904618092,19.01101088,113.0278063,16.90468641,4.606502685,3.640193723,18,40,20.85451588,41,,,22,,831.833242,78.42978643,35.56832523,2.60930592,21.62711638,10.48942043,69.06940354,60.78051302,24.3432653,64.68260229,5358.570188,4.599178167,21.62414087,26.39179993,5.858156387,2.262658176,6.066613681,5.5,33.3,61.2,49.6,16.20000076,65.69999695,18.10000038,42.2,5.800000191,72.44878049,68.4,68.57017264,1498.489369,65.62,2.03,25.64646012,1.01257E+11,83538373061,23.64922826,1.061093588,7.9,9.2,10129552,16.02054977,68.51677704,51.29435394,3038.864,2885811,53.79999924,67.5,60.5,20,16.10000038,17.89999962,60.61452,44.31428,52.28572,2003
Ireland,IRL,63.43446073,0.056560672,24.95072604,92.81576717,6093.800836,0.376643032,10.7149786,19.44860342,58.00116127,25.44177491,3.479883193,0.35665195,12.5,42,23.71896109,7,,,10,,1916.178833,87.59416373,48.92759717,1.046124584,30.76327052,15.1272322,45.41217525,83.91000123,23.24860748,67.69801616,28448.63092,2.842747866,13.39636712,19.32332178,4.390838333,1.627916983,5.669740824,6.5,27.7,65.4,59.9,29,39.09999847,29.70000076,35.5,4.5,78.28487805,75.88,68.258777,2496.984168,59.94,2.03,34.47050589,1.83269E+11,1.5873E+11,23.36607178,8.288163234,5.1,6.1,3996521,20.81010818,68.09279633,17.15778778,7157.769,300001,57.70000076,78.69999695,68.30000305,34.20000076,25.70000076,29.29999924,61.33877,47.25527,54.18706,2003
Iceland,ISL,22.75311721,-4.868521187,0,24.93125573,27663.79785,0.23361855,7.478633182,18.30145745,2.888260311,,2.065508021,11.25835771,18,25.8,24.67364154,11,,,21,,,96.58844375,66.50086895,14.35720025,80.78830532,26.04595531,57.23620855,34.29750661,19.77991061,37.35958108,32012.15475,1.862182339,24.74430792,21.11726777,7.704639426,1.903425262,8.478364982,6.9,21.7,70.9,79.7,,,,8.1,3.400000095,79.64878049,77.6,65.64637774,6653.454625,92.2,3.12,6.265246731,14084578352,10969898924,19.77595219,10.06368122,2.7,3.5,289521,22.54858971,65.76976776,1.286783042,,,82.59999847,88.69999695,85.69999695,26.5,22.5,24.39999962,80.00942,44.69634,62.16292,2003
Israel,ISR,25.50831793,0.527400944,76.98603346,97.12244592,6597.306307,0.517490278,9.726740512,50.24080161,309.1358595,58.13779392,0.669536734,11.06139093,36,50,26.68698061,29,,,17,,1069.747048,98.9336891,43.54455357,9.463802562,18.90264137,27.78393352,55.10987996,36.57617729,17.83748846,37.30747922,18795.98694,-0.304790909,21.33689576,21.9312198,6.840948051,3.10089349,4.926128005,1.9,22.6,75.1,55.8,7.099999905,7.300000191,83,,10.69999981,79.64878049,77.6,61.94240716,,91.52,,18.09562252,1.21754E+11,1.18673E+11,17.35720233,-4.539704165,4.9,6.1,6689700,27.98002815,62.02005386,15.43438078,3306.502,92430,57.29999924,66.30000305,61.70000076,48.29999924,38.29999924,43,64.9058,49.05859,56.77512,2003
